den,sake ,"chose, affaire","thing, affair","Sache, Angelegenheit"
den,sal ,salle,"hall, room","Saal, Raum"
,salig,bienheureux,blissful,selig
dat,salt ,sel,salt,Salz
den,salve,onguent,"ointment, salve",Salbe
,same ,même (adj.),same,"der gleiche, derselbe"
,sammen ,ensemble,together,zusammen
,sammensette,composer (mettre ensemble),to compose (put together),zusammensetzen
,sammle,rassembler,to gather,sammeln
den,sand ,sable,sand,Sand
,sankt,saint (préfixe),saint (prefix),Sankt
den,saturdag ,samedi,Saturday,Samstag
den,Saxen ,Saxon,Saxon (noun),Sachse
,schade ,nuire à,"to damage, to harm",schaden
den,schadu ,ombre,shadow,Schatten
,schake ,secouer,to shake,schütteln
den,scham,honte,shame,"Scham, Schande"
,schände,profaner,to desecrate,schänden
dat,schap ,mouton,sheep,Schaf
,schape,créer,to create,schaffen (erzeugen)
,scharp ,"aigu, pointu",sharp,"scharf, spitz"
den,schatt ,trésor,treasure,Schatz
,sche ,"se produire, arriver",to happen,"geschehen, sich ereignen"
,schere/schor/schoren,tondre,shear,scheren
,schiete/schot/schoten ,tirer (avec une arme),to shoot,schießen
den,schildpad ,tortue,"tortoise, turtle",Schildkröte
,schildre,dépeindre,to depict,schildern
den,schilling ,"sou, s(c)hilling",shilling,S(c)hilling
dat,schip ,navire,ship,Schiff
,schlapp,limp (flaccid),flasque,schlaff
,schön ,beau,beautiful,schön
,schone,épargner (ne pas tuer),to spare (not to harm),schonen
,schort ,court,short,kurz
den,schou,spectacle,show (noun),Schau
den,schovel ,pelle,shovel,Schaufel
den,schower,averse,shower (rain),Schauer
,schrah,de biais,slant,schräg
den,schreck ,"terreur, effroi","scare, terror",Schrecken
,schrecke ,"terrifier, effrayer","to scare, to terrify",erschrecken
den,schrift,écriture,writing (noun),Schrift
,schrill,aïgu (son),shrill,schrill
,schry ,crier,to scream,schreien
,schryve/schriv/schriven ,écrire,to write,schreiben
den,schu ,chaussure,shoe,Schuh
den,schuld ,"dette, responsabilité","debt, liability, guilt",Schuld
den,schulder ,épaule,shoulder,Schulter
,schulle ,"devoir (conseil) ; présent: schall, prétérit et participe passé: schuld, conditionnel: schoud","shall (present: schall, preterite and past participle: schuld, conditional: schoud)","sollen (Präsens: schall, Präteritum und Partizip II: schuld, Konditional: schoud)"
den,schurken,"scélérat, méchant",villain,"Schurke, Böse"
,Schwytz,Suisse,Switzerland,Schweiz
,schyne/schin/schinen ,briller,to shine,scheinen (Sonne)
den,sed ,"semence, graine",seed,Same
den,see ,mer,sea,Meer
,seje ,dire,to say,sagen
den,sek'unde ,seconde,second (time interval),Sekunde
,selden,rare,"rare, seldom",selten
,selle/sold/sold ,vendre,to sell,verkaufen
,selsam ,étrange,strange,seltsam
,selv ,soi,(one)self,selbst
,selvs,même (adv.),even,sogar
,sende ,envoyer,to send,senden
den,seneschalk ,sénéchal,seneschal,Seneschall
den,sept'ember ,septembre,September,September
,serj'ös ,"sérieux, grave",serious,"seriös, ernst"
,serlig ,très,very,sehr
,sette ,"poser, mettre (assis)","to put, to set","setzen, legen"
,seven ,sept,seven,sieben
,sex ,six,six,sechs
den,sexe ,sexe,sex,Sex
,si ,elle,she,sie (sg.)
,sick ,malade,"sick, ill",krank
,sie/so/sien ,voir,to see,sehen
,siede/sod/soden,bouillir,to seethe,sieden
den,sigis,victoire,victory,Sieg
,Sigurd ,Siegfried,Siegfried,Siegfried
den,siht ,vue,sight,Sicht
,siker ,sür,"sure, secure, safe",sicher
dat,silver ,argent,silver,Silber
,singe/sang/sungen ,chanter,to sing,singen
den,sinne ,sens,sense,Sinn
,sins ,depuis,since,seit
dat,sistem,système,system,System
,sitte/sat/sitten ,être assis,to sit,sitzen
den,siv,"crible, tamis, passoire",sieve,Sieb
,skaate ,patiner,to skate,Schlittschuh laufen
den,skade ,dommage ; endommager,"damage, harm; to damage, to harm",Schaden; beschädigen
dat,skap ,armoire,"cupboard, cabinet",Schrank
den,skate ,raie (poisson),"ray, skate (fish)",Rochen
dat,skin,peau (d'animal),animal skin,Fell
den,skört ,jupe,skirt,Rock
,skrape ,racler,to scrape,scheuern
den,skruv,vis,screw,Schraube
den,skule ,école,school,Schule
den,sky,nuage,cloud,Wolke
,slaa/slog/slagen ,frapper,"to beat, to hit",schlagen
den,slag,scorie,slag,Schlacke
den,slam ,boue,mud,Schlamm
den,slange ,serpent,snake,Schlange
,slape/slep/slapen ,dormir,to sleep,schlafen
,slicke,lécher,to lick,lecken
dat,slott ,château (d'habitation),castle,Schloss (Gebäude)
den,slummer,endormissement,slumber,Schlummer
den,smack,saveur,flavour,Geschmack
,smacke,goûter (qqch.),to smack,schmecken (etwas)
,smal ,étroit,narrow,schmal
den,smed ,forgeron,blacksmith,Schmied
,smede ,forger,to forge,schmieden
,smelte/smolt/smolten,fondre,melt,schmelzen
,smere ,"étaler, tartiner",to smear,schmieren
,smerte,faire mal (douleur),to hurt (pain),"schmerzen, Weh tun"
,smidig,moelleux,soft,geschmeidig
,smuck ,attractif,"neat, attractive","schmuck, ansprechend"
,smücke ,orner,"to adorn, to decorate",schmücken
,smuggle,faire passer en contrebande,to smuggle,schmuggeln
den,smuts,saleté,dirty,Schmutz
,smutsig ,sale,dirty,schmutzig
den,sne ,neige,snow,Schnee
den,sneil ,escargot,snail,Schnecke
,sniffe,"sentir, renifler","to smell, sniff","riechen, mit der Nase wahrnehmen"
,so ,semer,to sow,säen
,so ,"ainsi, si, tant",so,so
,sober ,sobre,sober,nüchtern
den,sockel,socle,"socle, base",Sockel
,soke/soht/soht ,chercher,"to seek, to search",suchen
,somm ,"certain, quelque","some, a certain","einige, gewisse"
den,sommer ,été,summer,Sommer
den,son ,fils,son,Sohn
,sonder,"spécial, à part (préfixe)",sunder (prefix),sonder- (Präfix)
den,song,chanson,song,Lied
den,sope ,savon,soap,Seife
,söt ,doux,sweet,süß
,sovj'etisch ,soviétique,Soviet (adj.),sowjetisch
den,spade ,bêche,spade,Spaten
,Spanjen,Espagne,Spain,Spanien
,spare ,épargner,"to spare, to save",sparen
,sparsam,économe,economical (thrifty),sparsam
,specj'al ,spécial,special,"besonders, speziell"
den,spejel ,miroir,mirror,Spiegel
,spele ,jouer,to play,spielen
dat,spil ,jeu,game,Spiel
,spille,répandre,to spill,vergiessen
,spinne/spann/spunnen,filer (du fil),to spin,spinnen (Draht)
den,spion,espion,spy (noun),Spion
dat,spit'al ,hôpital,hospital,Krankenhaus
den,spits,pointe,"tip, point",Spitze
,splite ,fendre,to split,spalten
,spoke,hanter,to haunt,spuken
dat,spraak ,"langue, langage",language,Sprache
,sprede,répandre,spread,"ausbreiten, zerstreuen"
,spreken/sprak/sproken ,parler,to speak,sprechen
,springe/sprang/sprungen ,sauter,"to jump, to spring",springen
den,spule,bobine,coil,Spule
,spüte,cracher,to spit,spucken
den,stack ,tas,stack,Stapel
den,stad ,ville,"town, city",Stadt
den,stake,poteau,stake,Pfahl
den,stal ,acier,steel,Stahl
den,stam ,tronc; tribu,"stem, trunk; tribe",Stamm
,stampe,"tamponner, frapper fort",to stamp,stampfen
den,stäp ,pas,step,Schritt
den,start ,départ,start,Start
den,stasj'onen ,gare,(train) station,Station
dat,stat'uten ,statut,statute,Statut
den,staten ,Etat,the State,Staat
den,statensburger,ressortissant,"national (citizen, noun)",Staatsangehöriger
,statlig,"imposant, majestueux",stately,stattlich
den,stav,bâton,staff,Stab
,stecke/stack/stocken ,piquer,"to sting, to stab, to stick",stechen
dat,sted,lieu,"place, location",Ort
den,stein ,pierre,stone,Stein
,stele/stal/stolen ,voler (qqch.),to steal,stehlen
,stelle ,mettre debout,to place upright,stellen
den,stemme ,voix,voice,Stimme
,sterk ,fort,strong,stark
den,stern ,étoile,star,Stern
den,stich,point de couture,stitch,Stich
den,stift ,crayon,"pen, pencil",Stift
,stige/steg/stigen,monter (en haut),"to go up, mount",steigen
,still,"calme, tranquille","calm, still, silent",still
,stinke/stank/stunken ,puer,to stink,stinken
,sto ,être debout,to stand,stehen
den,stok ,bâton,"stick, staff",Stock
,stolt,fier (adj;),proud,stolz
,stöne ,gémir,to groan,stöhnen
,stope,"arrêter, s'arrêter",to stop,stoppen
,störe ,détruire,to destroy,zerstören
den,stork,cigogne,stork,Storch
den,storm ,tempête,storm,Sturm
,stötte ,soutenir,to support,stützen
den,stov ,poussière,dust,Staub
den,straalen ,rayon,"beam, ray",Strahl
den,straf ,"punition, peine",punishment,Strafe
den,strand,plage,"strand, beach",Strand
den,strat ,"rue, route","street, road",Straße
,Stratsburg,Strasbourg,Strasbourg,Strassburg
,strax ,aussitôt,immediately,sofort
,strecke,étirer,to stretch,strecken
,streve,s'efforcer,to strive,streben
dat,stro ,paille,straw,Stroh
den,strom ,courant,stream,Strom
den,strump ,bas (habit),"stocking, sock",Strumpf
den,stryd,"conflit, querelle","conflict, strife","Streit, Konflikt"
,strypt,à rayures,striped,gestreift
den,stud'enten ,étudiant,student,Student
den,stul ,chaise,chair,Stuhl
,stum ,muet,mute,stumm
,stump ,"émoussé, obtus","blunt, dull",stumpf
,stüre,diriger,"to control, steer",steuern
,sü ,coudre,to sew,nähen
den,sucker ,sucre,sugar,Zucker
den,süd ,sud,south,Süden
,südlig,austral,southern,südlich
,suge/sog/sogen ,"sucer, téter",to suck,saugen
den,sum ,somme (fém.),sum,Summe
,sund,sain,sound,gesund
den,sünden,péché,sin,Sünde
den,sunn ,soleil,sun,Sonne
,sunnbade,prendre un bain de soleil,sunbathe,sonnenbaden
den,sunndag ,dimanche,Sunday,Sonntag
den,suppe ,soupe,soup,Suppe
,sur,aigre,sour,sauer
den,suster ,sœur,sister,Schwester
den,suveränit'eit ,souveraineté,sovereignty,Souveränität
,swaar ,"lourd, difficile",heavy; difficult,"schwer, schwierig"
den,swager ,beau-frère,brother-in-law,Schwager
,swak ,faible,weak,schwach
den,swalve ,hirondelle,swallow (bird),Schwalbe
den,swan,cygne,swann,Schwan
den,swans ,queue,tail,Schwanz
,swäre/swor/sworen,jurer,to swear,schwören
,swart ,noir,black,schwarz
,Sweden ,Suède,Sweden,Schweden
,Sweeb ,Suève,Suebian (noun),Suebe
,swelle/swoll/swollen,enfler,to swell,schwellen
,swiger- ,"« beau- », suffixe exprimant la parenté par alliance","""-in-law"", suffix meaning: related by marriage",Schwieger-
,swimme/swamm/swommen ,nager,to swim,schwimmen
,swinge/swang/swungen ,(se) balancer,to swing,schwingen
dat,swyn ,porc,"pig, hog, swine",Schwein
,sy ,"se ; son (masculin, commun et neutre)","himself, herself, itself, themselves; his, its (masculine, common and neuter)","sich; sein (Maskulinum, Utrum und Neutrum)"
den,syde ,côté,side,Seite
den,tabel ,table,table,Tisch
,take/tok/taken ,prendre,to take,nehmen
dat,tal ,nombre,number,Zahl
,talrich ,nombreux,numerous,zahlreich
,tame,domestiqué,tame,zahm
,täme,dompter,to tame,zähmen
,tämelig,"assez, passablement",quite,ziemlich
,tan ,alors,then,dann
den,tand ,dent,tooth,Zahn
den,tang ,pince,"pliers, tongs",Zange
den,tank,réservoir,tank,"Tank, Behälter"
den,tante ,tante,aunt,Tante
,tapper,"brave, courageux","brave, courageous",tapfer
den,tär,goudron,tar,Teer
den,targen,"but, cible","goal, target",Ziel(scheibe)
dat,tastebord ,clavier,keyboard,Tastatur
dat,tau ,"câble, grosse corde","rope, cable","Tau, Seil"
,tausend ,mille,thousand,tausend
den,tauver,"sortilège, enchantement","spell, enchantment",Zauber
den,te ,thé,tea,Tee
dat,te'ater ,théâtre,theater,Theater
den,tegel,tuile,tile,Ziegel
den,tegelstein,brique,brick,Backstein
dat,teken ,signe,sign,Zeichen
den,tekn'ik,technique (subs.),technique,Technik
,telle/tal/talt,compter,to count,zählen
,ten ,dix,ten,zehn
dat,territ'orjum ,territoire,territory,Gebiet
den,text,texte,text,Text
,Tiewe ,Tyr,Týr,Tyr
den,tiewesdag ,mardi,Tuesday,Dienstag
den,tiger ,tigre,tiger,Tiger
,till ,jusqu'à (ce que),"until, till",bis
den,too,doigt de pied,toe,Zehe
den,tolk ,"interprète, traducteur","interpreter, translator","Dolmetscher, Übersetzer"
den,toll ,douane,"toll, customs",Zoll
den,topp,sommet,top,Gipfel
den,tradisj'onen ,tradition,tradition,Tradition
den,trap ,escalier,stairs,Treppe
dat,tre ,arbre,tree,Baum
,tred ,fatigué,tired,müde
,treihe,menacer,to threaten,drohen
den,trein,train,train,Zug
den,trend,"mouvement, tendance",trend,Trend
dat,tribun'al ,"tribunal, cour de justice","court, tribunal",Gericht (jur.)
den,trick,"ruse, tour",trick,Trick
den,troj ,confiance,"trust, confidence",Vertrauen
,troje in ,avoir confiance en,to trust,vertrauen
den,tron ,trône,throne,Thron
den,trost,consolation,solace,Trost
,tröste,consoler,to comfort,trösten
,trots ,"malgré, en dépit de",in spite of,trotz
,trotse,faire face à,to face,trotzen
,tu ,à ; trop,to; too (excessively),zu
,tu'friden,satisfait,satisfied,zufrieden
den,tügel,rêne,rein (strap),Zügel
,tu'morgen,demain,tomorrow,morgen (adv.)
den,tuflukt ,refuge,refuge,Zuflucht
den,tugang ,accès,access,Zugang
,tuganglig,accessible,accessible,zugänglich
,tügle,réfréner,"to curb, restrain",zügeln
,tulate/let/laten ,permettre,"to permit, to allow","zulassen, erlauben"
den,tunge ,langue (dans la bouche),tongue,Zunge
den,turn ,tour,tower,Turm
,tuwards ,(en)vers,towards,hin zu
,tuwyse/wis/wisen ,assigner,"to assign, to allocate","zuweisen, zuteilen"
,twalv ,douze,twelve,zwölf
den,tweivel,doute,doubt,Zweifel
,twen ,entre,between,zwischen
den,twig ,"branche, rameau",branch,Zweig
den,twist,"dispute, querelle","dispute, quarrel","Zwist, Zank, Streit"
,two ,deux,two,zwei
,twunti ,vingt,twenty,zwanzig
den,tyd ,temps ; fois,time; occasion,Zeit; Mal
,tydig,à temps,in good time,zeitig
,Ukra'ine ,Ukraine,Ukraine,Ukraine
,um ,autour de,around (prep.),um (… herum)
den,um'giving ,alentours,"environment, surroundings",Umgebung
,umfatte,"comprendre, inclure",to comprise,umfassen
,un,sans,without,ohne
,under ,sous,under,unter
,under'danig,servile,subservient,untertänig
den,undergang,"chute, ruine","fall, ruin",Untergang
,under'go/gik/gon,subir,to undergo,erleiden
,under'handle ,négocier,to negotiate,verhandeln
,under'kaste ,soumettre,"to subject, to subjugate",unterwerfen
,under'legen,inférieur,inferior,unterlegen
,under'schyde/schid/schiden ,"distinguer, différencier","to distinguish, to differentiate",unterscheiden
,under'tekne ,signer,to (under)sign,unterzeichnen
,under'wegs,en chemin,on the way,unterwegs
,under'wyse/wis/wisen ,enseigner,to teach,"unterweisen, unterrichten"
,ungefär,"environ, approximativement","about, approximately",ungefähr
dat,unweder ,orage,thunderstorm,"Unwetter, Gewitter"
,up ,vers le haut ; sur,up(wards); on (top of),hinauf; auf
,up grund af,à cause de,because of,wegen
,upbeware ,"maintenir, conserver","to store, to keep",aufbewahren
,updecke,détecter,to detect,aufdecken
dat,updrag ,mission,mission,Auftrag
,upgive/gav/given,renoncer à,to give up,aufgeben
,upheve/hov/heven,annuler,to annul,aufheben
,uphöre,cesser,to cease,aufhören
,uprihtig,sincère,sincere,aufrichtig
den,ur ,"montre, horloge",clock,Uhr
den,ur'kunden,acte officiel,official document,Urkunde
den,Vand'alen ,Vandale,Vandal,Vandale
den,vase ,le vase,vase,Vase
,Ven'edig,Venise,Venice,Venedig
,venster,gauche (côté),left (side),link(s)
dat,vrack ,épave,wreck,Wrack
den,vräde ,colère,wrath,Zorn
,vrong ,"faux, tordu",wrong,"falsch, unrichtig"
dat,waapen ,arme,weapon,Waffe
,waar ,où,where,wo
,waarfor?,pourquoi,why,warum
den,wach,"garde, guet","watch, surveillance",Wacht
,wackle ,vaciller,"to stagger, to wobble",wackeln
,wade,"patauger, guéer",to wade,waten
den,waffel ,gaufre,waffle,Waffel
den,wagen ,voiture,car,Wagen
,wandre ,errer,to wander (about),wandern
den,wang ,joue,cheek,Wange
den,ware ,marchandise,"goods, merchandise",Ware
dat,warehaus ,magasin,"store, warehouse","Geschäft, Warenhaus, Lager"
,warm ,chaud,warm,warm
,warne,avertir,to warn,warnen
,wärs ,"pire, pis",worse,schlechter
,Warschaw,Varsovie,Warsaw,Warschau
,wärst ,le pire,worst,schlechtest
,wasche ,laver,to wash,waschen
,wäte,attendre,to wait for,warten auf
dat,water ,eau,water,Wasser
dat,wax ,cire,wax,Wachs
,wäxe/waxte/waxen,"grossir, croître",to grow,wachsen
,wecke ,réveiller,to wake (vtr.),wecken
dat,wed ,bois (deux sens),"wood, forest","Holz, Wald"
dat,weder ,temps (météo),weather,Wetter
dat,week ,mal(heur),woe,Weh
den,week ,semaine,week,Woche
den,weg ,chemin,"way, path",Weg
dat,weht,poids,weight,Gewicht
,wehtig,important,important,wichtig
,wel ,bien (adv.),well,"gut, wohl (Adv.)"
,welch ,(le)quel,which,welcher
,welkomm!,bienvenu,welcome,willkommen
,wem ,"qui, que (pronom interrogatif et relatif oblique)",whom (object form of interrogative and relative pronoun),"wem, wen (Frage- und Relativpronomen)"
,wen ,"si, quand (conj.)","when, if (conj.)","wenn, falls (Konj.)"
den,wer ,défense,defense,"Wehr, Verteidigung"
,wer ,qui ? (nominatif),who? (nominative),wer?
,werd,qui a la valeur de (se met après le mot concerné),worth (adj.),wert
,werde ,"devenir (prétérit: ward, participe passé: urden, conditionnel: ürde)","to become (preterite: ward, past participle: urden, conditional: ürde)","werden (Präteritum: ward, Partizip II: urden, Konditional: ürde)"
den,werde ,valeur,worth (noun),Wert
,werdig,digne,worthy,würdig
dat,werk ,"œuvre, travail","work, oeuvre",Werk
,werke ,"travailler, fonctionner","to work, to function","arbeiten, funktionieren"
dat,werktäu ,outil,tool,Werkzeug
den,werld ,monde,world,Welt
,wes ,"dont, de qui",whose,wessen
,wese,"Être (présent: är [3° sing.: is], prétérit singulier: was, prétérit pluriel: war, participe passé: wesen)","to be (present: är [3rd sg.: is], preterite singular: was, preterite plural: war, past participle: wesen)","sein (Präsens: är [3. Sg.: is], Präteritum Singular: was, Präteritum Plural: war, Partizip II: wesen)"
dat,wesen ,être,"being, creature","Wesen, Kreatur"
,wesentlig,essentiel,essential,wesentlich
den,wespe ,guêpe,wasp,Wespe
den,west ,ouest,west,Westen
den,Westgoten ,Wisigoth,Visigoth,Westgote
den,wete ,blé,wheat,Weizen
,weve/wov/woven ,tisser,to weave,weben
,wi ,nous (sujet),we,wir
,widerwärdig,désagréable,distasteful,widerwärtig
dat,wiel ,roue,wheel,Rad
,wild ,sauvage,wild,wild
den,wille ,volonté,will (subs.),Wille
,wille ,vouloir (prétérit et participe passé: wilt),to want (preterite and past participle: wilt),wollen (Präteritum und Partizip II: wilt)
den,wind ,vent,wind (air),Wind
,winde/wand/wunden,tordre,to wind,winden
dat,windu ,fenêtre,window,Fenster
den,wing ,aile,wing,Flügel
den,winkel ,"coin, angle","corner, angle","Winkel, Ecke"
,winne/won/wonnen ,gagner,to win,gewinnen
den,winsch ,souhait,wish,Wunsch
den,winter ,hiver,winter,Winter
,wirke ,"avoir un effet, fonctionner","to work, to have an effect",wirken
,wirksam,efficace,efficient,wirksam
den,wirking ,effet,effect,Wirkung
,wirvle,"tournoyer, tourbillonner",to whirl (int.),wirbeln
,wische ,essuyer,to wipe,wischen
,wiss,certain,"certain, sure",gewiss
,wissle,siffler,to whistle,pfeifen
den,wit,mot d'esprit,wit,Witz
,witte ,"savoir (présent: weit, prétérit et participe passé: wist)","to know (to be aware of) (present: weit, preterite and past participle: wist)","wissen (Präsens: weit, Präteritum und Partizip II: wist)"
den,witteschap,science,science,Wissenschaft
,wo ,pronom relatif nominatif pour êtres animés,subject form of relative pronoun for living beings,Relativpronomen (Nominativ) für Lebewesen
,Woden ,"Odin, Wotan","Odin, Wotan","Odin, Wotan"
den,wodensdag ,mercredi,Wednesday,Mittwoch
den,wog ,vague,wave,Welle
den,wolf ,loup,wolf,Wolf
dat,wonder,merveille,wonder,Wunder
,wonderbar,merveilleux,"marvelous, wonderful",wunderbar
dat,word ,mot,word,Wort
den,worm ,ver,worm,Wurm
den,wul ,laine,wool,Wolle
den,wurd ,destin,destiny,Schicksal
,wy ,consacrer,to consecrate,"weihen, widmen"
,wyd ,spacieux,"wide, spacious","weit, geräumig"
,wyke/wik/wiken ,"céder, se retirer","to yield, to give way",weichen
den,wyl ,long moment ; tandis que,while (noun and conj.),Weile; während
den,wyn ,vin,wine,Wein
,wyse,sage (sagesse),wise,weise
den,wyse ,manière,"manner, fashion, way",Weise
,wyse/wis/wisen ,"montrer, indiquer, faire voir","to show, to indicate","zeigen, weisen"
,wyt ,blanc,white,weiß
dat,wyv ,femme,woman,Frau
dat,yern,fer,iron,Eisen
dat,yernalder,âge du fer,Iron Age,Eisenzeit
dat,ys ,glace,ice,Eis
,Ysland,Islande,Iceland,Island
